date,open,high,low,close,volume,symbol,rsi,macd,adx,adp,adm,dri,dlogri,avgtr,donch_hband,donch_lband,vwap
17/08/2022,43.07,44.73,40.115,40.525,5417251.4,sol,47.81040256,1.200427087,24.9009268,21.35396215,18.84673586,-5.908985373,-6.090763144,3.472717546,48.34,37.325,42.78620146
18/08/2022,40.525,41.63,39.265,39.49,4568264.4,sol,45.2945663,0.860831997,23.23058767,20.29820315,19.69188186,-2.553979025,-2.587159232,3.393594864,48.34,37.325,42.88211034
19/08/2022,39.49,39.555,34.89,35.805,10054286.8,sol,37.69009492,0.290997302,22.89597402,18.36900377,26.73376096,-9.331476323,-9.795992684,3.484409516,48.34,34.89,42.18090313
20/08/2022,35.805,37.26,34.145,35.265,6335761.8,sol,36.71727094,-0.201847513,22.7887448,17.19387775,26.55353355,-1.50816925,-1.51965778,3.458023122,48.34,34.145,41.67646801
21/08/2022,35.265,37.04,34.45,36.42,4509905,sol,40.26853613,-0.493542482,22.6891748,16.26232416,25.11487963,3.275202042,3.222710364,3.396021471,48.34,34.145,41.38273248
22/08/2022,36.42,36.53,33.7,35.395,5877128.3,sol,38.21878405,-0.798220393,22.81698989,15.28767817,25.1979996,-2.814387699,-2.854750707,3.355591366,48.34,33.7,40.88098882
23/08/2022,35.395,36.095,34.2,35.65,4145702.4,sol,39.04999308,-1.007489748,22.93567532,14.65433672,24.15409107,0.72044074,0.717857963,3.251263411,48.34,33.7,40.59050013
24/08/2022,35.65,36.37,34.29,34.85,4440591.6,sol,37.35212627,-1.22378352,22.89998182,14.58742942,23.02647157,-2.244039271,-2.269600965,3.167601739,48.34,33.7,40.22450142
25/08/2022,34.85,36.49,34.825,35.25,3422298.8,sol,38.7852814,-1.347389369,22.79991554,14.30190619,22.13563221,1.147776184,1.141239205,3.060273043,48.34,33.7,39.734944
26/08/2022,35.25,35.77,31.32,31.69,7240143,sol,31.81048089,-1.712865298,23.79482546,12.86891242,27.80957259,-10.09929078,-10.64643556,3.159539254,48.34,31.32,38.83982587
27/08/2022,31.69,32.225,30.85,31.505,4079725.4,sol,31.49352955,-1.99444484,24.84183536,12.45369462,28.01517425,-0.583780372,-0.585491031,3.032072165,48.34,30.85,37.73454072
28/08/2022,31.505,32.185,30.16,30.4,3350640.7,sol,29.59664839,-2.280475025,25.99565339,11.84742594,28.3101326,-3.507379781,-3.570365498,2.960138439,48.34,30.16,36.94384927
29/08/2022,30.4,32.625,29.925,32.405,4691036.3,sol,37.01019214,-2.318641408,26.78925061,12.13809315,26.46048839,6.595394737,6.387012347,2.941557122,48.34,29.925,35.980401
30/08/2022,32.405,33.17,30.605,31.47,4962615,sol,35.15129334,-2.396707476,27.17860388,12.70884493,24.80261253,-2.885357198,-2.92780208,2.914660184,48.34,29.925,35.21978099
31/08/2022,31.47,32.935,31.16,31.485,5005930.7,sol,35.20751755,-2.429360863,27.54014622,12.14190548,23.69617214,0.047664442,0.047653086,2.833255886,48.34,29.925,34.49869605
01/09/2022,31.485,31.76,30.415,31.57,4139365.3,sol,35.54852764,-2.42047835,28.13367437,11.71542681,24.80941456,0.269969827,0.269606063,2.726951894,48.34,29.925,33.95656002
02/09/2022,31.57,32.375,30.735,31.215,4121793.4,sol,34.72647908,-2.414254405,28.24607884,12.85225269,23.71558283,-1.124485271,-1.130855406,2.649312473,48.045,29.925,33.37678939
03/09/2022,31.215,31.26,30.78,31.095,1636429.6,sol,34.43658886,-2.391437874,28.35045443,12.67609502,23.39052838,-0.384430562,-0.385171396,2.494361582,47.25,29.925,33.09074514
04/09/2022,31.095,32.165,31,32.135,2577714.5,sol,39.17559684,-2.263345859,27.78368665,14.92442785,22.5815347,3.344589162,3.289874427,2.399407183,44.73,29.925,32.81602649
05/09/2022,32.135,32.49,31.135,32.145,3078915.3,sol,39.22108833,-2.13639803,27.025538,15.30065673,21.64388965,0.031118718,0.031113877,2.32480667,44.73,29.925,32.52058681
06/09/2022,32.145,33.89,30.42,30.865,7839860.7,sol,35.55542302,-2.114699327,25.39124825,17.87400225,19.420019,-3.981956758,-4.063406175,2.406606194,41.63,29.925,32.22643002
07/09/2022,30.865,32.93,30.275,32.675,4834043.8,sol,43.58481199,-1.929212316,23.95754123,16.47885224,18.33048259,5.86424753,5.698740366,2.424348608,39.555,29.925,31.99095928
08/09/2022,32.675,33.985,31.95,33.585,5290879,sol,47.15004749,-1.689309817,22.52499681,18.61941015,17.22094829,2.785003826,2.746927921,2.396537993,37.26,29.925,31.89823976
09/09/2022,33.585,35.99,33.57,34.655,6120864.4,sol,51.06593782,-1.396744499,22.23788598,23.24032785,15.98205185,3.185946107,3.136247665,2.398213851,37.04,29.925,32.05922955
10/09/2022,34.655,35.39,34.255,35.01,2538747.2,sol,52.32799376,-1.123290253,21.97128307,22.42546489,15.42168187,1.024383206,1.01917196,2.30798429,36.53,29.925,32.21451793
11/09/2022,35.01,35.99,34.025,34.995,2765430.4,sol,52.26665435,-0.897441026,22.01535056,22.92303412,14.47539232,-0.042844901,-0.042854083,2.283485412,36.49,29.925,32.41696355
12/09/2022,34.995,38.45,34.375,37.415,8097509.7,sol,60.34329809,-0.517217945,23.05785207,27.43599449,12.73078663,6.915273611,6.686649939,2.41145074,38.45,29.925,33.03035488
13/09/2022,37.415,38.925,32.87,32.96,10516817.3,sol,45.18578613,-0.568812762,22.98552282,23.00021408,14.69107743,-11.90698918,-12.67769885,2.671704259,38.925,29.925,33.41273614
14/09/2022,32.96,34.335,32.635,34.11,5392217.4,sol,48.76355808,-0.511015964,22.76481971,21.92826758,14.65064454,3.48907767,3.429589139,2.602296812,38.925,29.925,33.54741128
15/09/2022,34.11,34.825,32.315,33.07,6076193.9,sol,45.84902019,-0.542872991,22.77756434,21.7622464,13.63985559,-3.048959249,-3.096406944,2.595704182,38.925,29.925,33.66931272
16/09/2022,33.07,33.245,31.47,32.235,4126268.3,sol,43.59603108,-0.6282553,22.20987721,20.67587821,15.33542232,-2.524947082,-2.557370823,2.537082455,38.925,29.925,33.72010155
17/09/2022,32.235,33.885,32.225,33.67,2239280.5,sol,48.2980668,-0.573517732,21.99347429,21.53171532,14.60131476,4.451682953,4.355441441,2.474433708,38.925,29.925,33.76692064
18/09/2022,33.67,33.97,30.8,31.07,4205453.6,sol,41.54098495,-0.731503767,20.86366891,19.60197188,17.32150449,-7.722007722,-8.036450977,2.524117015,38.925,30.275,33.73274634
19/09/2022,31.07,33.09,30.46,32.605,5389540.1,sol,46.31619457,-0.724495631,19.60773402,18.14869762,16.9957556,4.940457033,4.822292744,2.531680085,38.925,30.275,33.68649056
20/09/2022,32.605,32.865,31.29,31.405,4019789.7,sol,43.33598266,-0.806475061,18.44150876,17.32052957,16.22019901,-3.680417114,-3.749853494,2.463345793,38.925,30.275,33.79832643
21/09/2022,31.405,33.49,29.965,30.625,7441358.2,sol,41.46819523,-0.923735583,17.69945741,15.60428159,18.33754564,-2.483680943,-2.515044704,2.539178237,38.925,29.965,33.67359097
22/09/2022,30.625,32.855,30.56,32.39,4359033.6,sol,47.03148161,-0.864281741,17.01040974,14.59060281,17.14630971,5.763265306,5.603306432,2.521736934,38.925,29.965,33.60629837
23/09/2022,32.39,33.935,31.2,33.645,4527157.4,sol,50.62508051,-0.70773777,15.94555439,16.50659889,15.82681002,3.874652671,3.801472346,2.53697001,38.925,29.965,33.46673689
24/09/2022,33.645,34.76,33.125,33.375,4200848.6,sol,49.84163503,-0.598562433,15.45860473,18.1092917,15.07971331,-0.802496656,-0.805733992,2.472543581,38.925,29.965,33.43406561
25/09/2022,33.375,34.04,31.85,32.32,2717549.5,sol,46.79437127,-0.590364521,14.53411208,16.95480913,17.82989045,-3.161048689,-3.212088307,2.452361897,38.925,29.965,33.34901582
26/09/2022,32.32,33.915,31.835,33.86,4502356.8,sol,51.45961098,-0.454364852,13.68505508,15.91692474,16.78258343,4.764851485,4.654814305,2.425764618,38.925,29.965,32.9449581
27/09/2022,33.86,35.435,32.065,32.67,6442709.9,sol,47.96009979,-0.437563232,13.45994023,18.73351163,15.1630366,-3.514471353,-3.577715109,2.493210003,38.925,29.965,32.67246546
28/09/2022,32.67,33.785,31.62,33.205,4851360.6,sol,49.61892202,-0.376735032,12.94370314,17.56105197,15.50045367,1.637588001,1.624324138,2.469766431,38.925,29.965,32.60262664
29/09/2022,33.205,34.42,32.6,33.905,5221774.6,sol,51.78452473,-0.268943877,12.8422245,18.4902677,14.66929104,2.108116248,2.086202914,2.423354543,38.925,29.965,32.61134932
30/09/2022,33.905,35.2,32.615,33.22,6254849.9,sol,49.54039475,-0.236071105,13.18691116,19.37592376,13.55732991,-2.020350981,-2.041039195,2.434900647,38.925,29.965,32.7302193
01/10/2022,33.22,33.225,32.28,32.435,2269508.8,sol,47.02536044,-0.270246898,13.24539219,18.8144519,14.19172391,-2.363034317,-2.391401752,2.328479172,38.925,29.965,32.70949817
02/10/2022,32.435,32.99,31.855,32.055,2453151.9,sol,45.81289108,-0.324256458,12.96755283,18.13473883,15.03179678,-1.171573917,-1.178490923,2.24323066,38.925,29.965,32.74358104
03/10/2022,32.055,33.26,31.71,32.87,3342021.4,sol,48.85847791,-0.297862164,12.88532971,18.09864682,14.273424,2.542505069,2.510721024,2.193714184,35.435,29.965,32.79619489
04/10/2022,32.87,34.395,32.815,34.08,3779590.1,sol,53.07533275,-0.177264218,13.49837598,20.91860913,13.52439316,3.681168239,3.615031428,2.149877457,35.435,29.965,32.91558394
05/10/2022,34.08,34.365,33.17,34.01,3286541.2,sol,52.80407647,-0.086342587,14.06763323,20.06113214,12.97001329,-0.205399061,-0.205610294,2.081671924,35.435,29.965,33.16711402
06/10/2022,34.01,34.475,33.21,33.34,3224094.7,sol,50.16154926,-0.067571024,14.66439781,19.55373265,12.39098115,-1.970008821,-1.98967217,2.023338215,35.435,29.965,33.28990825
07/10/2022,33.34,33.725,32.405,32.96,3121105.7,sol,48.67376341,-0.082407309,14.45423535,18.61961612,14.71239649,-1.139772046,-1.146317228,1.973099771,35.435,29.965,33.30487662
08/10/2022,32.96,33.065,32.325,32.555,1278758.9,sol,47.07132262,-0.125399757,14.18512769,18.09765732,14.60302437,-1.228762136,-1.236373835,1.885021216,35.435,29.965,33.25324253
09/10/2022,32.555,33.1,32.44,32.905,1664244.3,sol,48.64483055,-0.129734013,13.96297683,17.7621893,14.22014117,1.075103671,1.069365522,1.797519701,35.435,29.965,33.26629052
10/10/2022,32.905,33.44,31.86,31.94,2362545.5,sol,44.69915676,-0.208631405,13.18545388,16.6375562,15.64403989,-2.932685002,-2.976547912,1.781982579,35.435,29.965,33.23134369
11/10/2022,31.94,31.94,30.4,30.78,3004561,sol,40.45163227,-0.360603648,13.22618466,15.60072631,20.57725543,-3.631809643,-3.699401438,1.764698109,35.435,30.4,33.06640062
12/10/2022,30.78,31.515,30.64,31.125,2272365.2,sol,42.21049256,-0.448039409,13.26400609,15.02768991,19.82142419,1.1208577,1.114622637,1.701148244,35.435,30.4,32.98530013
13/10/2022,31.125,31.18,27.6,30.48,14451745.2,sol,39.8411974,-0.562890339,15.04142441,12.9343421,28.88908593,-2.072289157,-2.094062397,1.835351941,35.435,27.6,32.03514607
14/10/2022,30.48,31.96,29.61,29.985,3846510,sol,38.07488501,-0.685945737,15.97662585,14.750307,26.29930538,-1.624015748,-1.63734742,1.872112517,35.435,27.6,31.71518247
15/10/2022,29.985,30.195,29.4,29.58,1636317,sol,36.64346789,-0.806847308,16.95068887,14.28380134,26.30296742,-1.350675338,-1.359879934,1.795175909,35.435,27.6,31.60717367
16/10/2022,29.58,30.515,29.56,30.125,1406668.4,sol,39.91691976,-0.848900136,17.55267018,15.03942696,25.26909609,1.842461122,1.825693453,1.735163344,35.435,27.6,31.52774015
17/10/2022,30.125,31.265,29.81,31.185,2269121.9,sol,45.78417131,-0.787615029,17.42933694,17.25119389,23.73817312,3.518672199,3.458181817,1.715151676,35.2,27.6,31.41461353
18/10/2022,31.185,31.46,29.705,30.13,3298857.4,sol,41.44609294,-0.814783505,17.14200697,16.80323631,22.0063244,-3.383036716,-3.441585684,1.717997985,35.2,27.6,31.15742092
19/10/2022,30.13,30.245,28.585,28.84,3340669.2,sol,36.84856338,-0.92969005,17.58287955,15.64087946,25.15124684,-4.281447063,-4.375804073,1.713855272,35.2,27.6,30.83300948
20/10/2022,28.84,29.45,27.955,28,4087978.6,sol,34.18904973,-1.076130333,18.34729615,14.65749341,26.21940693,-2.912621359,-2.955880224,1.698222752,34.475,27.6,30.44106476
21/10/2022,28,28.26,26.805,28.075,5740668.2,sol,34.64261832,-1.17261625,19.63604084,13.75131524,29.48482715,0.267857143,0.267499045,1.680849699,34.475,26.805,29.97247282
22/10/2022,28.075,28.21,27.455,27.995,2453147.9,sol,34.37050853,-1.241229247,20.83273233,13.29210017,28.500203,-0.284951024,-0.285357782,1.614717577,34.475,26.805,29.8077481
23/10/2022,27.995,29.42,27.715,29.26,3793037.9,sol,42.11329864,-1.179929125,20.76323371,17.62436057,26.3594327,4.518664047,4.419547279,1.621166322,34.475,26.805,29.64405529
24/10/2022,29.26,29.48,28.145,28.3,3823122.4,sol,38.40984904,-1.195036675,20.64364582,16.84227116,24.7893286,-3.280929597,-3.335959094,1.60072587,34.475,26.805,29.45686823
25/10/2022,28.3,32.29,28.045,30.85,8961638.3,sol,50.7892765,-0.989835619,19.88878723,25.20354405,20.58959852,9.010600707,8.62749457,1.789602594,34.475,26.805,29.51634154
26/10/2022,30.85,32.16,30.605,31.275,6413818,sol,52.50280254,-0.783882249,19.1878471,23.62462821,19.2997306,1.377633712,1.3682306,1.772845266,33.725,26.805,29.64081438
27/10/2022,31.275,32.345,30.425,30.555,6316740.7,sol,49.36667928,-0.671025538,18.65487663,22.54891434,17.81565925,-2.302158273,-2.329071801,1.783356318,33.44,26.805,29.77400951
28/10/2022,30.555,32.555,30.085,32.04,5284099.1,sol,55.29757588,-0.456496485,17.88020965,20.37798729,17.42569412,4.860088365,4.745678385,1.832402295,33.44,26.805,29.88576816
29/10/2022,32.04,33.835,31.84,32.86,4535041.5,sol,58.20858208,-0.217802822,17.98033256,23.76115468,16.07917083,2.559300874,2.527099041,1.844016417,33.835,26.805,30.10745133
30/10/2022,32.86,33.53,31.91,32.925,2824487.7,sol,58.43961603,-0.023124849,18.07330384,22.25714692,15.06140894,0.197808886,0.197613502,1.828015245,33.835,26.805,30.22828115
31/10/2022,32.925,34.375,32.18,32.545,5306542.4,sol,56.47402853,0.099350769,18.66117156,23.63021367,13.78794602,-1.154138193,-1.16085006,1.854228441,34.375,26.805,30.43519793
01/11/2022,32.545,33.375,32.14,32.195,2566601.1,sol,54.65076111,0.16625502,19.16721839,22.47859933,13.27383847,-1.075434014,-1.081258603,1.809997838,34.375,26.805,30.51909459
02/11/2022,32.195,32.91,30.21,30.79,6196810,sol,47.95731966,0.104698464,17.96110264,20.16485193,19.26521634,-4.364031682,-4.462119905,1.873569421,34.375,26.805,30.65361854
03/11/2022,30.79,32.23,30.58,30.835,3875379.9,sol,48.1762485,0.058866992,16.84113801,18.88552754,18.04296778,0.146151348,0.146044651,1.857600177,34.375,26.805,30.81676703
04/11/2022,30.835,34.19,30.635,33.72,6091061.6,sol,59.84034866,0.252430744,17.05878953,23.53677675,15.72774658,9.356251013,8.944072469,1.978843021,34.375,26.805,31.25787609
05/11/2022,33.72,38.75,33.625,36.895,11462514.7,sol,68.29710642,0.654482906,19.04066908,34.40758215,13.11502773,9.415776987,8.998490738,2.20356852,38.75,26.805,32.12912754
06/11/2022,36.895,37.06,32.255,32.605,9102082,sol,52.278201,0.619800322,19.93529131,29.46536127,15.32660636,-11.62759181,-12.36103897,2.389385054,38.75,26.805,32.48461283
07/11/2022,32.605,33.12,27.93,29.59,15512027.1,sol,44.39690042,0.345051286,18.53753995,25.24706113,25.06253944,-9.247047999,-9.702918443,2.589428979,38.75,26.805,32.2671396
08/11/2022,29.59,31.84,18.03,23.9,59431170.8,sol,33.98418958,-0.328043273,19.83196126,17.90268535,38.62565883,-19.22946942,-21.35580075,3.390898338,38.75,18.03,29.23450863
09/11/2022,23.9,23.9,7.535,10.61,174522678,sol,21.37449773,-1.911829116,22.37471439,13.05586663,45.53069195,-55.60669456,-81.20815063,4.317619885,38.75,7.535,20.7058693
10/11/2022,10.61,19.08,9.21,17.56,98660296.1,sol,34.96457809,-2.576483789,24.7358423,11.10341227,38.72175307,65.50424128,50.38266356,4.714218465,38.75,7.535,19.22401939
11/11/2022,17.56,18.35,14.035,16.355,46913885.7,sol,33.87142988,-3.163988347,26.92831821,10.37306311,36.17475227,-6.862186788,-7.108992722,4.68570286,38.75,7.535,18.76571186
12/11/2022,16.355,16.43,14.415,14.565,24238178.1,sol,32.25803975,-3.731019116,28.9641887,10.04091906,35.0164417,-10.94466524,-11.59122706,4.49493837,38.75,7.535,18.44042712
13/11/2022,14.565,14.725,12.915,13.135,24597833.9,sol,30.98814105,-4.24682933,31.0262335,9.739248381,36.45424821,-9.818056986,-10.33409673,4.303157058,38.75,7.535,18.11329919
14/11/2022,13.135,16.295,11.96,14.005,34340649.1,sol,32.72339512,-4.533155517,32.29527777,11.64347841,33.83251146,6.623524933,6.413398557,4.305431554,38.75,7.535,17.69311315
15/11/2022,14.005,15.17,13.815,14.31,18270727.2,sol,33.35604781,-4.681494774,33.47367603,11.36826475,33.03282179,2.177793645,2.154418486,4.094686443,38.75,7.535,17.50975
16/11/2022,14.31,14.61,13.6,14.255,13476495.8,sol,33.29524397,-4.748752087,34.60087513,11.15658214,32.81411128,-0.384346611,-0.38508712,3.874351697,38.75,7.535,17.26795962
17/11/2022,14.255,14.5,12.78,13.64,23245361.7,sol,32.58007988,-4.796389558,35.77697516,10.78817279,33.30482395,-4.314275693,-4.410106995,3.720469433,38.75,7.535,17.02078696
18/11/2022,13.64,13.895,12.96,13.255,13357776.3,sol,32.11502727,-4.809764904,36.86906803,10.58357556,32.67319942,-2.822580645,-2.863181267,3.52150733,38.75,7.535,16.76480944
19/11/2022,13.255,13.26,12.555,12.835,11797957.1,sol,31.58535295,-4.798936302,37.95320517,10.42306286,33.0489211,-3.168615617,-3.219902542,3.320328235,38.75,7.535,16.28702034
20/11/2022,12.835,13.62,12.085,12.265,19493841.4,sol,30.84190249,-4.781233707,39.04359997,10.065131,32.96547301,-4.440981691,-4.542613661,3.19280479,38.75,7.535,15.88596773
21/11/2022,12.265,12.295,11.215,11.825,24923146,sol,30.24999463,-4.747976874,40.21131648,9.809879249,34.17235763,-3.587443946,-3.653374333,3.041890162,38.75,7.535,15.33320383
22/11/2022,11.825,12.5,10.9,12.43,20725818.2,sol,32.17740733,-4.619550843,41.35230555,9.428402294,33.6090847,5.11627907,4.989697114,2.938898008,38.75,7.535,14.20225221
23/11/2022,12.43,14.645,12.38,14.32,31324648.1,sol,37.94626116,-4.315518474,41.12440736,14.20083328,31.7281149,15.20514883,14.1544256,2.890762436,38.75,7.535,14.2503693
24/11/2022,14.32,14.95,13.82,14.595,20811428.5,sol,38.76244607,-4.006199455,40.74142843,14.5741995,30.8019294,1.920391061,1.902184277,2.76499369,38.75,7.535,13.95220567
25/11/2022,14.595,14.605,13.89,14.025,12905560.8,sol,37.65686248,-3.763670886,40.38580514,14.28995193,30.20118467,-3.905447071,-3.98375529,2.61856557,37.06,7.535,13.59518713
26/11/2022,14.025,14.97,13.9,14.15,12627941.7,sol,38.0739943,-3.520793278,39.82738106,14.8940196,29.28082459,0.891265597,0.887317268,2.507953743,33.12,7.535,13.49601266
27/11/2022,14.15,14.435,14.035,14.105,8287364.8,sol,37.97548547,-3.293971298,39.30884442,14.71350562,28.92594401,-0.318021201,-0.318527964,2.357385619,31.84,7.535,13.50886056
28/11/2022,14.105,14.16,12.755,13.32,23388337.8,sol,36.21521411,-3.141344717,39.24807063,14.06852238,31.65155482,-5.56540234,-5.726267934,2.289358074,23.9,7.535,13.42200951
29/11/2022,13.32,13.96,13.13,13.345,11472384.6,sol,36.31645561,-2.983972385,39.19163782,13.68682307,30.79280247,0.187687688,0.187511774,2.185118212,19.08,9.21,13.35018438
30/11/2022,13.345,14.325,13.14,14.18,13191941.6,sol,39.7558912,-2.760059904,38.86156311,14.37218844,29.55970358,6.257025103,6.069073825,2.113681197,18.35,10.9,13.33469354
01/12/2022,14.18,14.19,13.38,13.495,9757024.4,sol,37.94535444,-2.607820098,38.55506518,13.96065435,28.71328929,-4.830747532,-4.951327463,2.020561111,16.43,10.9,13.3191146
02/12/2022,13.495,13.825,13.275,13.71,9226975.5,sol,38.88611332,-2.441674152,38.31383149,13.6743345,28.51594335,1.59318266,1.58062471,1.915521032,16.295,10.9,13.32756381
03/12/2022,13.71,13.765,13.19,13.295,4589832.3,sol,37.69810928,-2.316782893,38.12698834,13.36571196,28.20598922,-3.0269876,-3.073746888,1.81976953,16.295,10.9,13.35293118
04/12/2022,13.295,13.745,13.27,13.7,4267319.4,sol,39.6362755,-2.16022384,37.95349112,13.10263043,27.65080181,3.046257992,3.000780814,1.723714563,15.17,10.9,13.42284108
05/12/2022,13.7,14.16,13.585,13.815,9213502.4,sol,40.20510408,-2.003771889,37.3710607,14.58047976,26.95903219,0.839416058,0.835912554,1.641663523,14.97,10.9,13.65722571
06/12/2022,13.815,14.37,13.805,14.29,7707623.6,sol,42.61066854,-1.820468828,36.6156937,15.16304206,26.26372711,3.438291712,3.380503357,1.564758986,14.97,10.9,13.87738605
07/12/2022,14.29,14.335,13.405,13.495,6800402.7,sol,39.72977511,-1.719528039,36.15122968,14.50012086,26.99589934,-5.563331001,-5.724074547,1.519419058,14.97,10.9,13.89098819
08/12/2022,13.495,13.77,13.26,13.68,6535146.2,sol,40.73393807,-1.606089779,35.8067158,14.13515843,27.03202965,1.370878103,1.361566572,1.447317697,14.97,10.9,13.79214228
09/12/2022,13.68,14.02,13.505,13.585,6642665.5,sol,40.36205092,-1.50648898,35.19350913,15.05187884,26.31183577,-0.694444444,-0.696866932,1.380723576,14.97,10.9,13.75093761
10/12/2022,13.585,13.72,13.53,13.57,2182180.8,sol,40.29948949,-1.412482782,34.62410294,14.89421954,26.03623526,-0.1104159,-0.110476903,1.295671892,14.97,10.9,13.68803561
11/12/2022,13.57,13.79,13.36,13.415,3088427,sol,39.61615882,-1.335099204,34.22046835,14.52345488,26.37225971,-1.142225497,-1.148798997,1.233838185,14.97,10.9,13.6483317
12/12/2022,13.415,13.49,12.785,13.31,7408262.4,sol,39.13209045,-1.267632308,34.25453832,13.91198504,28.69579857,-0.782705926,-0.785785147,1.196064029,14.97,12.38,13.6696554
13/12/2022,13.31,14.145,12.755,13.9,13367645.2,sol,43.32282302,-1.153262149,33.42053122,16.63721356,26.34103007,4.432757325,4.337320773,1.209916598,14.97,12.755,13.6818097
14/12/2022,13.9,14.96,13.805,14.12,15687036.9,sol,44.84765125,-1.032963453,31.70407834,20.32615802,24.53909047,1.582733813,1.570339193,1.205993984,14.97,12.755,13.74739035
15/12/2022,14.12,14.52,13.86,14.05,10708424.3,sol,44.43798787,-0.93252472,30.11022923,19.50504839,23.54779229,-0.495750708,-0.496983629,1.166994414,14.97,12.755,13.79222281
16/12/2022,14.05,14.175,11.97,12.245,19032822,sol,35.44661417,-0.987194947,30.08273189,17.02986992,31.43668151,-12.84697509,-13.75047054,1.24113767,14.96,11.97,13.64545854
17/12/2022,12.245,12.555,11.895,12.49,8531470,sol,37.3010238,-0.999233501,30.10488351,16.36063341,30.6478549,2.00081666,1.981063373,1.199627836,14.96,11.895,13.56033334
18/12/2022,12.49,12.61,12.25,12.37,5598068,sol,36.74425368,-1.00685079,30.05609829,16.33620075,29.95634194,-0.960768615,-0.965413773,1.13965442,14.96,11.895,13.50737161
19/12/2022,12.37,12.575,11.65,11.94,10175614.4,sol,34.74303382,-1.035646663,30.4163457,15.37619667,32.00775677,-3.476151981,-3.538007844,1.124321961,14.96,11.65,13.36185524
20/12/2022,11.94,12.485,11.82,12.25,8563268,sol,37.39045969,-1.021675946,30.75086115,14.70706346,30.61486012,2.596314908,2.563182903,1.09151325,14.96,11.65,13.23162035
21/12/2022,12.25,12.28,11.855,12.135,7215413.6,sol,36.79411667,-1.008260986,31.06148263,14.27937759,29.7245707,-0.93877551,-0.943209781,1.04390516,14.96,11.65,13.13759449
22/12/2022,12.135,12.175,11.675,11.815,8100144,sol,35.11579699,-1.011787602,31.48556005,13.77196572,29.94756553,-2.637000412,-2.672392854,1.005054792,14.96,11.65,13.03510138
23/12/2022,11.815,12.11,11.71,11.775,6784235.7,sol,34.90149067,-1.00621116,31.87934622,13.36286925,29.05797258,-0.338552687,-0.339127074,0.961836592,14.96,11.65,12.93721471
24/12/2022,11.775,11.785,11,11.425,11495171.8,sol,33.00353674,-1.018295587,32.77625434,12.57349976,32.68426899,-2.972399151,-3.017470312,0.949205407,14.96,11,12.79657198
25/12/2022,11.425,11.55,11.22,11.37,6912053.4,sol,32.70258071,-1.020546399,33.60909759,12.24600526,31.83296118,-0.481400438,-0.482562902,0.904976449,14.96,11,12.71037872
26/12/2022,11.37,11.49,11.05,11.325,7545297.7,sol,32.44191521,-1.014269441,34.50842938,11.80451668,32.078235,-0.395778364,-0.396563639,0.871763846,14.96,11,12.60788588
27/12/2022,11.325,11.44,10.7,11.09,14961838,sol,31.05002949,-1.016539409,35.59619147,11.08097003,33.01107298,-2.075055188,-2.096887001,0.862352143,14.96,10.7,12.35191062
28/12/2022,11.09,11.13,9.335,9.745,41729503.4,sol,24.55624162,-1.114026826,37.38315033,9.551602137,38.95044884,-12.12804328,-12.92894684,0.928969847,14.96,9.335,11.60077937
