date,open,high,low,close,volume,symbol,rsi,macd,adx,adp,adm,dri,dlogri,avgtr,donch_hband,donch_lband,vwap,cluster,buy_signal,sell_signal,hold_signal
2022-09-03,19955.34,20049.0,19657.01,19833.16,934.81972,btc,35.811603813838175,-762.8367361145429,25.54981075023762,14.672001481150557,23.64948868856087,-0.6122671926411694,-0.6141492342315757,852.0149286091086,25204.62,19526.89,20540.012494309456,0.0,1.0,0.0,0.0
2022-09-04,19833.16,20023.7,19591.01,20001.27,1272.552372,btc,37.91902763493578,-741.7021180822703,25.481741951090473,14.121472001871624,23.33444740021496,0.8476208531570384,0.8440487188464019,822.0631479941724,24440.71,19526.89,20460.216887071958,0.0,1.0,0.0,0.0
2022-09-05,20001.27,20057.44,19640.66,19794.78,1486.096903,btc,36.34076391957926,-733.1633476230018,25.344290677951392,13.895706789577684,22.460228710789977,-1.0323844435878415,-1.0377504959272699,793.1143517088742,24440.71,19526.89,20364.807316388935,0.0,1.0,0.0,0.0
2022-09-06,19794.78,20178.84,18650.96,18789.67,9917.199961,btc,29.831932533175646,-798.298004982571,26.355465707121994,12.105251637652506,27.912599341078238,-5.077651784965531,-5.211101584079003,845.5976123010976,23594.7,18650.96,20014.171422468713,0.0,1.0,0.0,0.0
2022-09-07,18789.67,19462.01,18525.51,19291.68,10226.076906,btc,35.997711212616025,-800.1856367602086,27.414039877750742,11.156376259658682,26.774679801922403,2.67173399000622,2.63666641448701,852.0906399938764,23199.37,18525.51,19761.311047423467,0.0,1.0,0.0,0.0
2022-09-08,19291.68,19458.29,19015.1,19317.14,9319.062746,btc,36.30341111904649,-790.514628759669,28.397001607620293,10.727814453857615,25.746155408464173,0.13197399086031236,0.1318869817335866,822.8834514228854,21897.64,18525.51,19625.65193921107,0.0,1.0,0.0,0.0
2022-09-09,19317.14,21629.15,19291.51,21364.44,15658.380313,btc,54.94098156589138,-610.611535554006,27.02898656927015,25.44026021869496,21.13451917234534,10.59835979860373,10.073507295946804,931.0803477498223,21897.64,18525.51,19813.404878804595,2.0,0.0,0.0,1.0
2022-09-10,21364.44,21806.64,21116.39,21645.83,10141.894331,btc,56.811463288583504,-440.25621711021086,25.95632450248825,25.45500481115338,19.995605801308574,1.317095135655344,1.3084968537537378,913.8781800534064,21897.64,18525.51,20038.789229700924,0.0,1.0,0.0,0.0
2022-09-11,21645.83,21865.56,21344.7,21823.17,10159.162556,btc,57.994930361167704,-287.6230050290578,25.02804351141927,24.861637886904457,19.156690571047907,0.8192802031615098,0.8159423215808204,885.8054529067346,21897.64,18525.51,20248.021949824695,0.0,1.0,0.0,0.0
2022-09-12,21823.17,22484.14,21545.45,22394.49,12758.906423,btc,61.64167022625193,-119.18543995089567,24.841596741241602,27.95152975401235,17.714267748514096,2.6179514708450036,2.5842697046659424,889.5829205562534,22484.14,18525.51,20514.97068974645,0.0,1.0,0.0,0.0
2022-09-13,22394.49,22800.35,19872.68,20172.78,17393.000722,btc,45.20587890410163,-163.0908754030388,23.567758305255044,22.309384069590006,25.671840456915305,-9.92078855111236,-10.44807755328101,1035.1605690879494,22800.35,18525.51,20600.34073271649,0.0,1.0,0.0,0.0
2022-09-14,20172.78,20533.32,19623.37,20224.55,10286.717736,btc,45.57007012632953,-191.5013347982749,22.631652912899664,20.897457059964164,25.781099678648268,0.2566329479625429,0.2563042079293254,1026.2169570102387,22800.35,18525.51,20566.630027017924,0.0,1.0,0.0,0.0
2022-09-15,20224.55,20328.84,19500.0,19700.98,15309.748898,btc,42.49394608519611,-253.34415814442036,21.886562703846092,19.67594403898152,25.144173125269333,-2.5887844228919765,-2.622883230651496,1012.1186029380788,22800.35,18525.51,20490.671872275776,0.0,1.0,0.0,0.0
2022-09-16,19700.98,19890.0,19335.0,19807.09,10869.969724,btc,43.3288801597752,-290.4447843199523,21.365269307544878,18.880121194734805,25.329642787725486,0.5386026481931427,0.5371573713402356,979.4672741567874,22800.35,18525.51,20435.220994637835,0.0,1.0,0.0,0.0
2022-09-17,19807.09,20186.41,19745.41,20112.0,7160.104206,btc,45.765642395458535,-291.87900956494195,20.47205548508772,20.49700254234971,24.482292097227383,1.5393982659744454,1.52766974349543,941.0053260027313,22800.35,18525.51,20417.88363820885,0.0,1.0,0.0,0.0
2022-09-18,20112.0,20117.19,19335.26,19416.95,10339.976038,btc,41.39606456237233,-345.1220178387666,20.093964889132547,19.266317811623505,26.161747084861233,-3.455896976929196,-3.517025590197953,929.642802716822,22800.35,18525.51,20368.07095503605,0.0,1.0,0.0,0.0
2022-09-19,19416.95,19685.0,18252.0,19535.58,19308.471492,btc,42.406792680185234,-373.44024918904324,20.7408005084624,17.225134214363493,31.39886696843973,0.6109610417702083,0.6091022419836278,965.5968882370489,22800.35,18252.0,20234.36803229121,0.0,1.0,0.0,0.0
2022-09-20,19535.58,19634.8,18725.0,18875.72,14739.245334,btc,38.43591303413412,-444.00957290576844,21.3414335835544,16.061656400552003,29.278019337183807,-3.3777343698011553,-3.4360978262824915,961.6113962201168,22800.35,18252.0,20194.966731025586,0.0,1.0,0.0,0.0
2022-09-21,18875.72,19973.62,18137.44,18459.81,25010.862661,btc,36.138924814638784,-527.4169966393165,22.374286919270727,14.00553316261582,29.626349343525614,-2.2034126380344743,-2.2280503605562885,1024.0805822043942,22800.35,18137.44,20077.184704057363,0.0,1.0,0.0,0.0
2022-09-22,18459.81,19528.59,18359.11,19397.79,31107.745864,btc,44.233171098963574,-511.92962780788366,23.333365016721597,12.875035962737744,27.234972693555225,5.0812007274181115,4.956320555705496,1034.4662549040802,22800.35,18137.44,19967.950836448745,0.0,1.0,0.0,0.0
2022-09-23,19397.79,19500.0,18533.32,19287.95,25769.583002,btc,43.53726134360738,-502.72385874840984,24.22393753578312,12.01194272264261,25.409244136834,-0.5662500728175757,-0.5678593464264026,1029.6243795537887,22800.35,18137.44,19810.873438826806,0.0,1.0,0.0,0.0
2022-09-24,19287.95,19312.49,18806.0,18918.62,12318.194941,btc,41.190644509719235,-519.2445370209243,25.050897732054533,11.574147418325799,24.48316181807831,-1.9148224668769975,-1.9333926315793448,992.2576381570897,22800.35,18137.44,19688.64431071431,0.0,1.0,0.0,0.0
2022-09-25,18918.62,19185.45,18631.69,18806.85,10335.961544,btc,40.479574500051825,-535.1868970689538,25.98437615683872,11.097898518093546,24.770963813606727,-0.5907936202534936,-0.592545709993253,960.9363782887264,22800.35,18137.44,19560.128627051432,0.0,1.0,0.0,0.0
2022-09-26,18806.85,19317.06,18681.23,19225.7,21738.984522,btc,44.3561554358764,-508.16581850750663,26.569768103268935,11.562749461061268,23.571633600266733,2.2271140568463244,2.202676047769714,937.7144941252461,22800.35,18137.44,19372.431786106397,0.0,1.0,0.0,0.0
2022-09-27,19225.7,20383.48,18812.6,19076.02,38366.885709,btc,43.27154161454183,-493.14467925272766,25.203207124178867,17.99039230748026,20.88166246546096,-0.7785412234665112,-0.7815876778867192,982.9406016877285,22800.35,18137.44,19271.765612617473,0.0,1.0,0.0,0.0
2022-09-28,19076.02,19776.68,18468.11,19413.5,33819.821532,btc,46.45091988549333,-448.83461654025814,24.362935391590376,16.319657186495007,21.38723885443026,1.7691321355293166,1.7536651475047904,1006.1998444243193,22800.35,18137.44,19233.501569088006,0.0,1.0,0.0,0.0
2022-09-29,19413.5,19643.92,18842.36,19591.57,18815.481989,btc,48.10366289075411,-394.79881679071696,23.582683068472488,15.377595867844763,20.15264855591802,0.9172483065907677,0.9130671326939677,991.5827126797249,22800.35,18137.44,19208.58638863992,0.0,1.0,0.0,0.0
2022-09-30,19591.57,20181.4,19154.67,19421.9,15431.264253,btc,46.626972281542564,-361.4988732058555,22.007341869500443,18.10444435157273,18.666266350645632,-0.8660357490491988,-0.8698076316665748,994.0932332026019,22800.35,18137.44,19211.14818785,0.0,1.0,0.0,0.0
2022-10-01,19421.9,19483.3,19161.74,19311.15,6395.494739,btc,45.64205465277857,-340.12428637206176,20.54452504188355,17.665001409070573,18.213186496253737,-0.5702325725083557,-0.5718646056557475,946.0551451167017,22800.35,18137.44,19193.282777895813,0.0,1.0,0.0,0.0
2022-10-02,19311.15,19395.76,18921.46,19058.81,8467.058583,btc,43.39295367060382,-339.6314415721172,19.54934833555156,17.009193276669325,19.417762206802884,-1.3067062293027565,-1.3153187442702219,912.3583490369373,22800.35,18137.44,19175.458043943836,0.0,1.0,0.0,0.0
2022-10-03,19058.81,19714.24,18962.08,19628.05,13583.105197,btc,49.44499544424188,-289.9654071382902,18.20337418464016,18.51959187930956,18.260034297475304,2.986755206647196,2.9430203746386496,900.9156098200132,20533.32,18137.44,19189.480389271026,0.0,1.0,0.0,0.0
2022-10-04,19628.05,20460.0,19493.08,20337.71,15544.788295,btc,55.79076149618479,-191.13776868286004,18.00003861044284,22.98831090999842,16.86774541556331,3.615540005247597,3.551713263906109,905.6302091185835,20460.0,18137.44,19246.370462686697,0.0,1.0,0.0,0.0
2022-10-05,20337.71,20361.59,19736.83,20161.1,15353.507211,btc,53.97498625281557,-125.61904603336006,17.811227005831043,21.83009190601823,16.0178985794433,-0.8683868537804895,-0.872179303806675,885.5680513243988,20460.0,18137.44,19331.14407129429,0.0,1.0,0.0,0.0
2022-10-06,20161.1,20455.04,19852.61,19961.77,25944.180175,btc,51.92105742859735,-88.75612605402785,17.76282542756177,21.515977379548318,15.221519764962776,-0.988686133197092,-0.9936060900274768,865.3439048012275,20460.0,18137.44,19434.333558732713,0.0,1.0,0.0,0.0
2022-10-07,19961.77,20065.44,19321.58,19527.0,25607.60881,btc,47.660890760979356,-93.5459622405433,16.76538064000282,20.181714178752262,18.704580028500978,-2.1780132723701384,-2.2020821048064576,856.6664830297111,20460.0,18137.44,19486.482379701123,0.0,1.0,0.0,0.0
2022-10-08,19527.0,19626.0,19241.0,19414.41,7997.482918,btc,46.59467696010186,-105.21417050929085,15.703768172795773,19.50744241999077,18.778927046653912,-0.5765862651712972,-0.5782549411062377,822.9760199561604,20460.0,18137.44,19507.32759534771,0.0,1.0,0.0,0.0
2022-10-09,19414.41,19555.2,19317.13,19438.5,5824.71266,btc,46.868553886661736,-111.23519783655138,14.717985167532083,19.08287243182182,18.370212840948867,0.12408309085880642,0.12400617141441472,781.1970185307202,20460.0,18137.44,19531.564284236385,0.0,1.0,0.0,0.0
2022-10-10,19438.5,19526.01,19022.0,19130.45,11979.126899,btc,43.77693901906827,-139.25867853070667,14.054824004018695,18.18072143101233,20.270031073807555,-1.5847416210098442,-1.5974329124054165,761.3979457785259,20460.0,18137.44,19557.369379331543,0.0,1.0,0.0,0.0
2022-10-11,19130.45,19267.33,18857.12,19058.0,10645.539935,btc,43.05756433107252,-165.40689071523957,13.719469383607228,17.457343237920103,21.06277181621867,-0.37871560783986347,-0.37943455113911284,736.3130925086315,20460.0,18359.11,19556.578406076896,0.0,1.0,0.0,0.0
2022-10-12,19058.0,19240.0,18960.68,19154.93,9170.645859,btc,44.374570012828634,-176.27609523912906,13.408068664653722,16.962436896784286,20.46565350378837,0.5086053101059917,0.5073162821609856,703.6707287580149,20460.0,18468.11,19595.29288162535,0.0,1.0,0.0,0.0
2022-10-13,19154.93,19507.0,18160.47,19374.98,26318.981601,btc,47.35160921572748,-165.22916322520905,14.345280824163039,14.786226390904723,25.464305707984003,1.14879041583551,1.1422419233207748,749.5892481324423,20460.0,18160.47,19540.545257575635,0.0,1.0,0.0,0.0
2022-10-14,19374.98,19950.57,19074.3,19175.68,19061.936727,btc,45.0024217902372,-170.58978158210812,14.297408940352438,17.742353955673128,23.363627527193167,-1.0286462231186788,-1.0339733514042493,758.6378732658394,20460.0,18160.47,19523.819465272732,0.0,1.0,0.0,0.0
2022-10-15,19175.68,19226.0,18980.0,19071.34,4578.572454,btc,43.77790123733387,-181.16907195765452,14.393109969527117,17.310614230956105,23.72789805634531,-0.544126727187777,-0.5456124887320613,722.0208823182794,20460.0,18160.47,19520.50363088477,0.0,1.0,0.0,0.0
2022-10-16,19071.34,19424.73,19066.01,19264.83,5464.351201,btc,46.6755703259122,-171.95798524951897,14.076786833302702,18.7125576009784,22.854547569314427,1.014559018925798,1.009446916697776,696.0708192955452,20460.0,18160.47,19530.03233016792,0.0,1.0,0.0,0.0
2022-10-17,19264.83,19677.4,19155.58,19550.15,13401.406119,btc,50.70980059317054,-140.02111691409664,13.288685696838295,20.332171054908095,21.608583792744813,1.481040839706349,1.470180528978382,683.6243322030062,20460.0,18160.47,19531.907141989093,0.0,1.0,0.0,0.0
2022-10-18,19550.15,19704.7,19093.64,19328.0,19851.650147,btc,47.684880226996,-131.12503925057172,12.670071693767827,19.024231345535725,20.870599902969406,-1.1363084170709747,-1.142813728380787,678.4411656170772,20460.0,18160.47,19472.81580553552,0.0,1.0,0.0,0.0
2022-10-19,19328.0,19359.37,19074.6,19123.0,11681.708963,btc,45.01627794164561,-139.01415174495196,12.132305383017721,18.42924556022185,20.426977392443433,-1.0606374172185462,-1.0663022671566935,650.3217966444289,20460.0,18160.47,19408.13220256588,0.0,1.0,0.0,0.0
2022-10-20,19123.0,19343.0,18905.83,19043.65,14041.432194,btc,43.990069555078186,-149.94078800983698,11.964018953377806,17.523192754420396,21.320684973510584,-0.41494535376247477,-0.41580864093653247,635.0966683126838,20460.0,18160.47,19289.35897078131,0.0,1.0,0.0,0.0
2022-10-21,19043.65,19249.92,18662.0,19163.1,14718.208714,btc,45.986225246496296,-147.2640410605636,12.263072138143139,16.35842333002579,22.66023449125934,0.6272432018021634,0.6252842190875185,631.7269062903491,20460.0,18160.47,19215.997762637733,0.0,1.0,0.0,0.0
2022-10-22,19163.1,19261.01,19112.9,19202.45,2702.929723,btc,46.66062985142173,-140.34962061813349,12.512152520740312,16.20128735078045,22.25883212480758,0.20534255939801405,0.20513201973368922,597.1828415553239,20460.0,18160.47,19205.651284569933,0.0,1.0,0.0,0.0
2022-10-23,19202.45,19695.0,19069.51,19569.0,8009.080534,btc,52.597899279692484,-104.09245792827278,11.694275394624517,20.166409541202306,20.59928939160369,1.9088710034396605,1.8908806422384572,599.2047814442294,20460.0,18160.47,19208.94785375913,0.0,1.0,0.0,0.0
2022-10-24,19569.0,19600.5,19156.01,19331.0,13895.97603,btc,48.79964566838945,-93.48536513219005,10.93481806323128,19.077874626258794,19.48738864992862,-1.2162093106443894,-1.2236656542514268,588.1537256267846,20455.04,18160.47,19220.05578136569,0.0,1.0,0.0,0.0
2022-10-25,19331.0,20419.12,19238.66,20081.22,24286.253374,btc,58.87979927870667,-24.2629948203612,11.646417843763155,25.800600568780347,16.881276876899197,3.8809166623558156,3.807502501045512,630.4613166534429,20455.04,18160.47,19319.01878546931,0.0,1.0,0.0,0.0
2022-10-26,20081.22,21018.0,20048.64,20769.66,31839.081583,btc,65.5771513869228,85.1658479575126,13.133049838000515,29.605810234374026,15.095947794885086,3.428277764000387,3.3708218039942395,654.6683654639112,21018.0,18160.47,19523.9687361694,0.0,1.0,0.0,0.0
2022-10-27,20769.66,20873.28,20200.0,20295.32,24295.889726,btc,58.506486402307495,132.09105699479187,14.513493832649491,27.4355030109932,13.989312162093675,-2.2838120604766754,-2.310295039299426,655.9977679307747,21018.0,18160.47,19697.51231575009,0.0,1.0,0.0,0.0
2022-10-28,20295.32,20750.0,20000.0,20591.65,23718.493897,btc,61.31285642964721,190.98937111807754,15.288411992347623,25.217807943278135,15.014061245250696,1.4600903065337345,1.449533622036725,662.7122130785765,21018.0,18160.47,19807.87079045083,0.0,1.0,0.0,0.0
2022-10-29,20591.65,21082.91,20553.23,20808.44,11562.027673,btc,63.270048229357016,252.25204604523242,16.475144620728848,27.397461115997952,14.14447486966805,1.0528053847068897,1.0473019818645568,653.2099121443924,21082.91,18160.47,19875.84619002458,0.0,1.0,0.0,0.0
2022-10-30,20808.44,20932.0,20514.0,20627.18,7798.174637,btc,60.513495064157716,282.91571391072284,17.47349150377411,26.11216043026902,13.921200857304164,-0.871088846641066,-0.8749050031060079,636.4092041340788,21082.91,18160.47,19919.880345539583,0.0,1.0,0.0,0.0
2022-10-31,20627.18,20841.61,20237.18,20491.17,15871.511441,btc,58.4554871523237,292.86604384623934,17.681837533558163,24.334414341239118,16.091445683368992,-0.6593727305429176,-0.6615561959412375,634.124975267359,21082.91,18160.47,19990.00292511657,0.0,1.0,0.0,0.0
2022-11-01,20491.17,20695.0,20330.35,20483.43,13586.383872,btc,58.333904768363695,296.70694571769855,17.875301704071923,23.303635501038393,15.409829866112739,-0.03777236731723477,-0.03777950287293663,614.8767627482621,21082.91,18160.47,20077.930015950802,0.0,1.0,0.0,0.0
2022-11-02,20483.43,20799.0,20058.97,20151.84,16151.3772,btc,53.226305240293726,269.88329965439334,17.361639674389895,21.32905850492593,17.21138472111157,-1.6188206760293533,-1.6320667256573884,623.8162796948147,21082.91,18662.0,20143.560259421345,0.0,1.0,0.0,0.0
2022-11-03,20151.84,20393.52,20029.42,20209.59,8708.091138,btc,53.98202117039517,250.39886698764894,16.810622602189294,20.412616256797513,16.820580578259616,0.28657432770407,0.28616448629108504,605.2651168594709,21082.91,18662.0,20213.90169903048,0.0,1.0,0.0,0.0
2022-11-04,20209.59,21300.0,20182.04,21143.84,22757.053147,btc,64.09006870142892,306.806803023821,17.823944833134327,27.960199834202736,14.728062138507239,4.622805311735667,4.519136589171957,641.8861799409372,21300.0,18662.0,20358.450033125268,2.0,0.0,0.0,1.0
2022-11-05,21143.84,21480.0,21080.27,21298.28,10124.972758,btc,65.44144614566713,359.82468108037574,19.001959485524473,28.740517271948413,14.054808947714687,0.7304255045440966,0.7277708166293806,624.589309945156,21480.0,18662.0,20412.386176568867,0.0,1.0,0.0,0.0
2022-11-06,21298.28,21366.0,20887.3,20908.35,9006.331751,btc,59.36684711412347,366.1568113972753,19.59108415289354,27.140474417248782,15.516558781824436,-1.830805116657308,-1.8477717566730334,614.1686449490735,21480.0,18662.0,20470.30267540471,0.0,1.0,0.0,0.0
2022-11-07,20908.35,21070.71,20384.44,20589.55,18547.591297,btc,54.88139507327703,341.5138159316266,18.96880027111795,24.992345594734736,20.088004776050024,-1.5247496813474037,-1.5364935183068695,619.3187417384254,21480.0,18662.0,20551.360930043924,0.0,1.0,0.0,0.0
2022-11-08,20589.55,20679.66,17531.0,18545.0,49190.843966,btc,36.062840289702784,155.21672471572674,20.32269927832223,17.966230139620418,39.91782341806349,-9.9300373247594,-10.458345458976481,799.985974471395,21480.0,17531.0,20305.06086790327,0.0,1.0,0.0,0.0
2022-11-09,18545.0,18587.78,15530.0,15910.69,48135.871722,btc,24.436301804107558,-202.65577381200274,22.686061804695747,13.884068741066233,45.71671076165213,-14.204960905904551,-15.320900058191889,961.2569762948667,21480.0,15530.0,19645.00266271063,0.0,1.0,0.0,0.0
2022-11-10,15910.69,18150.0,15736.68,17600.05,29581.719845,btc,38.19698967967417,-345.96698178886436,24.880612722042578,11.636777741902879,38.31695248314872,10.617767048443527,10.09105325895252,1064.9757637023763,21480.0,15530.0,19317.85190549518,0.0,1.0,0.0,0.0
2022-11-11,17600.05,17692.14,16364.0,17058.81,31012.732996,btc,35.93888583422142,-497.48103952812744,26.91841000243607,10.61817238266646,34.96294383792042,-3.075218536310964,-3.1234957128621232,1083.7732091522064,21480.0,15530.0,18984.050975541173,0.0,1.0,0.0,0.0
2022-11-12,17058.81,17110.0,16636.1,16814.0,7572.216075,btc,34.932941651760714,-630.0483378762328,28.810650334230022,10.272644567146246,33.82520853158903,-1.4350942416264778,-1.445491310743563,1040.210837069906,21480.0,15530.0,18854.55078225444,0.0,1.0,0.0,0.0
2022-11-13,16814.0,16951.5,16235.01,16340.57,6378.291943,btc,33.00874442919418,-764.4980635007996,30.777456619836034,9.755749948112468,34.93997629366074,-2.815689306530278,-2.8560900168740133,1017.0879201363412,21480.0,15530.0,18752.389916037784,0.0,1.0,0.0,0.0
